ID Caso	ID Caso Relacionado	Año	Mes	Día	Código DANE de Municipio	Municipio	Departamento	Región	Modalidad	Presunto Responsable	Descripción Presunto Responsable	Abandono o Despojo Forzado de Tierras	Amenaza o Intimidación	Ataque Contra Misión Médica	Confinamiento o Restricción a la Movilidad	Desplazamiento Forzado	Extorsión	Lesionados Civiles	Pillaje	Tortura	Violencia Basada en Género	Otro Hecho Simultáneo	Total Combatientes	Total Civiles	Total Civiles y Combatientes	Total de Víctimas del Caso	Tipo de Armas	Tipo de Evento	Total Civiles y Combatientes Heridos	Latitud	Longitud
299279		2004	01	06	25488	NILO	CUNDINAMARCA	SUROCCIDENTE DE CUNDINAMARCA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	4.305801421	-74.61996587
299283		2004	01	30	05652	SAN FRANCISCO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	5.964079131	-75.10268697
299284		2004	01	28	05652	SAN FRANCISCO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	5.964079131	-75.10268697
299285		2004	01	28	05055	ARGELIA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	5.730671879	-75.14174146
301431		2004	12	22	73504	ORTEGA	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.934916387	-75.2226011
301432		2004	12	22	73504	ORTEGA	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.934916387	-75.2226011
301433		2004	12	22	73504	ORTEGA	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.934916387	-75.2226011
301434		2004	12	22	73504	ORTEGA	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.934916387	-75.2226011
301435		2004	12	22	73504	ORTEGA	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.934916387	-75.2226011
301436		2004	12	22	73504	ORTEGA	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.934916387	-75.2226011
301437		2004	12	22	73504	ORTEGA	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.934916387	-75.2226011
301438		2004	12	22	73504	ORTEGA	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.934916387	-75.2226011
301439		2004	12	24	50683	SAN JUAN DE ARAMA	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.373727874	-73.87583154
301440		2004	12	24	50683	SAN JUAN DE ARAMA	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.373727874	-73.87583154
301441		2004	12	26	50683	SAN JUAN DE ARAMA	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.373727874	-73.87583154
301444		2004	11	30	76111	GUADALAJARA DE BUGA	VALLE DEL CAUCA	CENTRO DEL VALLE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.900823544	-76.29896113
301445		2004	11	30	76111	GUADALAJARA DE BUGA	VALLE DEL CAUCA	CENTRO DEL VALLE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.900823544	-76.29896113
301450		2004	11	27	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.479172635	-75.43640776
301452		2004	11	22	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301453		2004	11	27	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301454		2004	11	19	17662	SAMANA	CALDAS	EJE CAFETERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	5.413086301	-74.99225776
301455		2004	11	19	17662	SAMANA	CALDAS	EJE CAFETERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	5.413086301	-74.99225776
301458		2004	11	24	05045	APARTADO	ANTIOQUIA	URABA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.883417406	-76.62596065
301459		2004	11	24	05045	APARTADO	ANTIOQUIA	URABA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.883417406	-76.62596065
301460		2004	10	09	23807	TIERRALTA	CORDOBA	URABA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	8.170378684	-76.05969659
301461		2004	10	02	23807	TIERRALTA	CORDOBA	URABA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	8.170378684	-76.05969659
301463		2004	10	30	05040	ANORI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	ATENTADO	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.074707669	-75.14834842
301464		2004	10	10	05040	ANORI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.074707669	-75.14834842
301465		2004	10	10	05040	ANORI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.074707669	-75.14834842
301467		2004	09	24	19701	SANTA ROSA	CAUCA	MACIZO COLOMBIANO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.702420284	-76.57397297
301472		2004	09	02	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301473		2004	09	10	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301474		2004	09	02	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301475		2004	09	02	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301476		2004	09	02	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.479172635	-75.43640776
301477		2004	09	02	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301478		2004	08	13	50270	EL DORADO	META	ARIARI GUAYABERO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.740004078	-73.835012
301479		2004	08	22	50270	EL DORADO	META	ARIARI GUAYABERO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.740004078	-73.835012
301480		2004	08	13	50270	EL DORADO	META	ARIARI GUAYABERO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.740004078	-73.835012
301481		2004	08	09	23580	PUERTO LIBERTADOR	CORDOBA	ALTO SINU Y SAN JORGE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.888834815	-75.67179975
301482		2004	08	09	23580	PUERTO LIBERTADOR	CORDOBA	ALTO SINU Y SAN JORGE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.888834815	-75.67179975
301483		2004	07	09	85136	LA SALINA	CASANARE	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	6.127825385	-72.33388167
301484		2004	07	09	85136	LA SALINA	CASANARE	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.127825385	-72.33388167
301485		2004	07	09	85136	LA SALINA	CASANARE	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	6.127825385	-72.33388167
301486		2004	07	09	85136	LA SALINA	CASANARE	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	6.127825385	-72.33388167
301487		2004	07	09	85136	LA SALINA	CASANARE	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.127825385	-72.33388167
301489		2004	07	27	73124	CAJAMARCA	TOLIMA	NORTE DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	4.436672762	-75.43548526
301490		2004	07	27	73124	CAJAMARCA	TOLIMA	NORTE DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	4.436672762	-75.43548526
301491		2004	07	27	73124	CAJAMARCA	TOLIMA	NORTE DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	4.436672762	-75.43548526
301492		2004	07	27	73124	CAJAMARCA	TOLIMA	NORTE DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	4.436672762	-75.43548526
301493		2004	07	18	50350	LA MACARENA	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.17821427	-73.78706882
301495		2004	07	18	50350	LA MACARENA	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.17821427	-73.78706882
301499		2004	07	04	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.17162903	-75.76467317
301500		2004	07	30	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.17162903	-75.76467317
301501		2004	07	30	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.17162903	-75.76467317
301504		2004	07	16	05313	GRANADA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	1	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.142896667	-75.18444508
301507		2004	06	18	97001	MITU	VAUPES	AMAZONIA SUR-ORIENTAL	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.251190563	-70.23475052
301508		2004	06	12	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	6.449379486	-71.75861086
301509		2004	06	12	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	6.449379486	-71.75861086
301513		2004	06	06	50711	VISTAHERMOSA	META	ARIARI GUAYABERO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.1257521	-73.75116676
301514		2004	06	06	50711	VISTAHERMOSA	META	ARIARI GUAYABERO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.1257521	-73.75116676
301515		2004	06	09	19821	TORIBIO	CAUCA	NORTE DEL CAUCA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.951450409	-76.27112721
301517		2004	06	03	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.119786131	-74.76734058
301519		2004	06	09	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.119786131	-74.76734058
301520		2004	06	09	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.119786131	-74.76734058
301522		2004	06	03	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.119786131	-74.76734058
301524		2004	06	06	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.119786131	-74.76734058
301525		2004	06	25	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.479172635	-75.43640776
301526		2004	06	25	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301527		2004	06	25	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301529		2004	06	25	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301530		2004	06	25	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301531		2004	06	30	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.479172635	-75.43640776
301532		2004	06	25	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.479172635	-75.43640776
301534		2004	05	30	95001	SAN JOSE DEL GUAVIARE	GUAVIARE	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.324704705	-73.34592401
301536		2004	05	31	50350	LA MACARENA	META	ARIARI GUAYABERO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.17821427	-73.78706882
301538		2004	05	13	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.119786131	-74.76734058
301540		2004	05	04	05660	SAN LUIS	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	1	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.042983285	-74.993641
301542		2004	05	04	05660	SAN LUIS	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	1	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.042983285	-74.993641
301547		2004	04	27	50270	EL DORADO	META	ARIARI GUAYABERO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.740004078	-73.835012
301548		2004	04	01	50270	EL DORADO	META	ARIARI GUAYABERO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.740004078	-73.835012
301549		2004	04	18	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.119786131	-74.76734058
301550		2004	04	18	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.119786131	-74.76734058
301553		2004	04	21	05652	SAN FRANCISCO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	5.964079131	-75.10268697
301555		2004	04	02	05652	SAN FRANCISCO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	5.964079131	-75.10268697
301556		2004	04	27	05647	SAN ANDRES DE CUERQUIA	ANTIOQUIA	NORTE DE ANTIOQUIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.916808512	-75.67473253
301557		2004	04	27	05647	SAN ANDRES DE CUERQUIA	ANTIOQUIA	NORTE DE ANTIOQUIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.916808512	-75.67473253
301561		2004	03	31	19001	POPAYAN	CAUCA	MACIZO COLOMBIANO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.482503391	-76.57406468
301562		2004	03	31	19001	POPAYAN	CAUCA	MACIZO COLOMBIANO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.482503391	-76.57406468
301563		2004	03	31	19001	POPAYAN	CAUCA	MACIZO COLOMBIANO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.482503391	-76.57406468
301566		2004	03	03	05660	SAN LUIS	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	6.042983285	-74.993641
301567		2004	03	03	05660	SAN LUIS	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	6.042983285	-74.993641
301568		2004	02	08	50686	SAN JUANITO	META	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	4.458180005	-73.67669903
301569		2004	02	08	50686	SAN JUANITO	META	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	4.458180005	-73.67669903
301570		2004	02	08	50686	SAN JUANITO	META	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	4.458180005	-73.67669903
301571		2004	02	08	50686	SAN JUANITO	META	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	4.458180005	-73.67669903
301572		2004	02	06	50251	EL CASTILLO	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.563834019	-73.79401276
301573		2004	02	06	50251	EL CASTILLO	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.563834019	-73.79401276
301576		2004	02	15	18460	MILAN	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.290427202	-75.50696203
