ID Caso	ID Caso Relacionado	Año	Mes	Día	Código DANE de Municipio	Municipio	Departamento	Región	Modalidad	Presunto Responsable	Descripción Presunto Responsable	Abandono o Despojo Forzado de Tierras	Amenaza o Intimidación	Ataque Contra Misión Médica	Confinamiento o Restricción a la Movilidad	Desplazamiento Forzado	Extorsión	Lesionados Civiles	Pillaje	Tortura	Violencia Basada en Género	Otro Hecho Simultáneo	Total de Víctimas del Caso	Forma de Vinculación	Tipo de Vinculación	Latitud	Longitud
152888		2004	04	00	05585	PUERTO NARE	ANTIOQUIA	MAGDALENA MEDIO	PERSUASIÓN	GRUPO PARAMILITAR	AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO	0	1	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	6.219481089	-74.57168877
207556		2001	04	25	05756	SONSON	ANTIOQUIA	ORIENTE ANTIOQUEÑO	PERSUASIÓN	GRUPO PARAMILITAR	AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO	0	1	0	0	0	0	0	0	0			1	INDIVIDUAL	RECLUTAMIENTO	5.837681474	-74.82807326
209268		0000	00	00	05234	DABEIBA	ANTIOQUIA	OCCIDENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	INDIVIDUAL	RECLUTAMIENTO	7.00032194	-76.26297665
225057		1988	00	00	68689	SAN VICENTE DE CHUCURI	SANTANDER	MAGDALENA MEDIO	COACCIÓN	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0			1	INDIVIDUAL	RECLUTAMIENTO	6.880382935	-73.41102393
228661		1998	02	15	66456	MISTRATO	RISARALDA	EJE CAFETERO	PERSUASIÓN	GUERRILLA	ERG	0	0	0	0	0	0	0	0	0		OCULTAMIENTO DE CADÁVER	1	INDIVIDUAL	RECLUTAMIENTO	5.416268487	-75.90432634
229622		1993	01	11	50001	VILLAVICENCIO	META	PIEDEMONTE LLANERO	ENGAÑO	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	INDIVIDUAL	RECLUTAMIENTO	4.1238615	-73.62709204
236057		1998	02	16	05660	SAN LUIS	ANTIOQUIA	ORIENTE ANTIOQUEÑO	PERSUASIÓN	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	0	0	0	0	0	0	0	0			1	INDIVIDUAL	RECLUTAMIENTO	6.063828223	-74.80691316
238584		1998	12	01	66594	QUINCHIA	RISARALDA	EJE CAFETERO	PERSUASIÓN	GUERRILLA	DISIDENCIA EPL	0	0	0	0	0	0	0	0	0			1	INDIVIDUAL	RECLUTAMIENTO	5.34044568	-75.7304126
244955		2000	04	15	05837	TURBO	ANTIOQUIA	URABA	COACCIÓN	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	1	0	0	0	0	0			2	MÚLTIPLE	RECLUTAMIENTO	8.089116411	-76.72915844
252216		2001	07	01	73001	IBAGUE	TOLIMA	NORTE DEL TOLIMA	PERSUASIÓN	GRUPO PARAMILITAR	AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.439608991	-75.19371478
253262		2001	09	10	17541	PENSILVANIA	CALDAS	EJE CAFETERO	PERSUASIÓN	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			2	MÚLTIPLE	RECLUTAMIENTO	5.383280594	-75.16029852
254148		2001	10	28	73283	FRESNO	TOLIMA	NORTE DEL TOLIMA	PERSUASIÓN	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			2	MÚLTIPLE	RECLUTAMIENTO	5.153638261	-75.03562715
259141		2002	06	12	23001	MONTERIA	CORDOBA	ALTO SINU Y SAN JORGE	DESCONOCIDA	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	0	0	0	1	0	0	0	0			1	INDIVIDUAL	RECLUTAMIENTO	8.745132591	-75.87557791
272040		2004	07	17	05055	ARGELIA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	INDIVIDUAL	"UTILIZACIÓN EN ACTIVIDADES DOMÉSTICAS, DE TRANSPORTE O MENSAJERÍA"	5.730671879	-75.14174146
272684		2004	09	00	05091	BETANIA	ANTIOQUIA	SUROESTE ANTIOQUEÑO	COACCIÓN	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	1	0	0	0	0	0	0	0			1	MÚLTIPLE	RECLUTAMIENTO	5.74474718	-75.97554408
278620		2005	04	15	97161	CARURU	VAUPES	AMAZONIA SUR-ORIENTAL	COACCIÓN	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	COLECTIVO	RECLUTAMIENTO	1.014597709	-71.29779326
301813		2005	12	01	68081	BARRANCABERMEJA	SANTANDER	MAGDALENA MEDIO	DESCONOCIDA	GRUPO PARAMILITAR	OTRO	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	7.064963864	-73.84995698
301815		2004	05	01	52835	SAN ANDRES DE TUMACO	NARIÑO	ANDEN PACIFICO SUR	DESCONOCIDA	GRUPO PARAMILITAR	OTRO	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	1.80711725	-78.76385415
301816		1984	09	06	41298	GARZON	HUILA	SUR DEL HUILA	PERSUASIÓN	GUERRILLA	M19	0	0	0	0	0	0	0	0	0			150	COLECTIVO	RECLUTAMIENTO	2.196994421	-75.62769374
301967		2005	12	01	27001	QUIBDO	CHOCO	ATRATO	DESCONOCIDA	GRUPO PARAMILITAR	OTRO	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	5.692195187	-76.62596936
301969	CR018912	0000	00	00	00000	SIN INFORMACION	SIN INFORMACION	SIN INFORMACION	DESCONOCIDA	GUERRILLA	M19	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4	-72
301970		0000	00	00	EXVEN	FRONTERA VENEZUELA	EXTERIOR		PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	9.1	-72.73
301971		0000	00	00	EXVEN	FRONTERA VENEZUELA	EXTERIOR		PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	9.1	-72.73
301973		2005	09	25	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301974		1994	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	INDIVIDUAL	RECLUTAMIENTO	4.446352174	-69.79553294
301975		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301976		1999	10	12	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301977		2000	03	14	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301978		2000	12	27	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301979		2001	09	30	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301980		2002	03	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301981		2002	07	30	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301982		2002	08	13	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301983		2003	01	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			3	MÚLTIPLE	SIN INFORMACIÓN	4.446352174	-69.79553294
301986		2004	01	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301988		2004	06	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301989		2004	07	29	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301990		2004	11	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	AGENTE DEL ESTADO	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301991		2004	11	05	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301992		2004	11	24	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301993		2005	01	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301994		2005	04	22	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301995		2005	08	27	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301996		2005	09	06	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301997		2005	11	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301998		2006	01	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
301999		2006	05	08	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302000		2006	06	05	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302001		2007	04	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302002		2007	04	25	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GRUPO POSDESMOVILIZACIÓN	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302003		2007	05	02	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302004		2007	12	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302005		2008	01	01	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302006		2008	09	18	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	0	0	0			1	MÚLTIPLE	SIN INFORMACIÓN	4.446352174	-69.79553294
302008		2010	02	03	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302009		2005	08	30	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302010		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302011		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302012		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302013		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302015		2000	02	15	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302016		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302017		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302018		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302019		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302020		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302021		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302022		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302023		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302024		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302025		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302026		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302027		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302028		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302029		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302030		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302031		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302032		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302033		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302034		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302035		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302036		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302037		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302038		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302039		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302040		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302041		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302042		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302043		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302044		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302045		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302046		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302047		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302048		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302049		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302050		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302051		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302052		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302053		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	UTILIZACIÓN	4.446352174	-69.79553294
302054		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302055		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302056		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302057		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302058		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302059		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302060		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302061		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	COACCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	RECLUTAMIENTO	4.446352174	-69.79553294
302062		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302063		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
302064		0000	00	00	99773	CUMARIBO	VICHADA	ALTILLANURA	PERSUASIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	SIN INFORMACIÓN	SIN INFORMACIÓN	4.446352174	-69.79553294
