ID Caso	ID Caso Relacionado	Año	Mes	Día	Código DANE de Municipio	Municipio	Departamento	Región	Grupo Armado 1	Descripción Grupo Armado 1	Grupo Armado 2	Descripción Grupo Armado 2	Grupo Armado 3	Descripción Grupo Armado 3	Abandono o Despojo Forzado de Tierras	Amenaza o Intimidación	Ataque Contra Misión Médica	Confinamiento o Restricción a la Movilidad	Desplazamiento Forzado	Extorsión	Lesionados Civiles	Pillaje	Tortura	Violencia Basada en Género	Otro Hecho Simultáneo	Grupo al que Pertenecen los Capturados	Capturados	Escudo Humano	Lesionados Combatientes	Militares	Policías	Otras Fuerzas Armadas Estatales	Agentes del Estado Sin Información	Total Agentes del Estado	Guerrilleros	Paramilitares	Grupos Posdesmovilización	Combatientes Sin Información	Otros Grupos Armados Organizados	Total Combatientes de Grupos Armados Organizados	Total Combatientes	Personas Sin Información	Total Civiles	Ventaja Militar	Total de Víctimas del Caso	Latitud	Longitud
34731	CR003075	1991	05	28	73675	SAN ANTONIO	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.912976052	-75.48090671
34732	CR003077	1991	07	05	44650	SAN JUAN DEL CESAR	LA GUAJIRA	SIERRA NEVADA DE SANTA MARTA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	GRUPOS ARMADOS ORGANIZADOS	2	10.77208987	-73.14573636
34733	CR003078	1991	07	07	19022	ALMAGUER	CAUCA	MACIZO COLOMBIANO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	COORDINADORA GUERRILLERA SIMÓN BOLÍVAR			0	0	0	0	0	0	0	0	0				0	0	1	0	1	0	0	1	2	0	0	0	0	2	3	0	1	GRUPOS ARMADOS ORGANIZADOS	4	1.913360233	-76.85592449
34735	CR003080	1991	07	10	13667	SAN MARTIN DE LOBA	BOLIVAR	SUR DE BOLIVAR	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	COORDINADORA GUERRILLERA SIMÓN BOLÍVAR			0	0	0	0	0	0	1	0	0				0	0	3	0	4	0	0	4	0	0	0	0	0	0	4	0	1	GRUPOS ARMADOS ORGANIZADOS	5	8.937090811	-74.03901175
34736	CR003090	1991	08	15	13688	SANTA ROSA DEL SUR	BOLIVAR	MAGDALENA MEDIO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	COORDINADORA GUERRILLERA SIMÓN BOLÍVAR			0	0	0	0	0	0	3	1	0				0	0	7	0	3	0	0	3	0	0	0	0	0	0	3	0	3	FUERZAS ARMADAS ESTATALES	6	7.962854831	-74.05284001
34737	CR047919	1991	10	08	99624	SANTA ROSALIA	VICHADA	ALTILLANURA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	5.136431386	-70.85974134
34738	CR003142	1991	10	08	99524	LA PRIMAVERA	VICHADA	ALTILLANURA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	5.486337615	-70.41042001
34739	CR003081	1991	10	17	19418	LOPEZ DE MICAY	CAUCA	ANDEN PACIFICO SUR	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	2.846715932	-77.24769154
34740	CR003082	1991	11	13	25535	PASCA	CUNDINAMARCA	SUMAPAZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	4.309854412	-74.30545993
34741	CR018313	1991	12	30	15183	CHITA	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	5	0	1	0	0	1	0	0	0	0	0	0	1	0	1	GRUPOS ARMADOS ORGANIZADOS	4	6.187082996	-72.47189235
34742	CR000078	1992	02	12	27372	JURADO	CHOCO	LITORAL PACIFICO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	7.103619083	-77.76275092
34743	CR003091	1992	02	19	05885	YALI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GRUPOS ARMADOS ORGANIZADOS	1	6.676567272	-74.84004673
34744	CR003084	1992	04	18	15244	EL COCUY	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	0	0	0				0	0	2	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	6.407716232	-72.44472932
34745	CR003085	1992	05	21	19513	PADILLA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.220853836	-76.31329089
34746	CR003086	1992	07	02	20178	CHIRIGUANA	CESAR	SERRANIA DEL PERIJA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	0	0	0		SUSPENSIÓN SERVICIO DE AGUA Y LUZ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	9.361189611	-73.60014444
34747	CR018315	1992	09	29	52250	EL CHARCO	NARIÑO	ANDEN PACIFICO SUR	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	GRUPOS ARMADOS ORGANIZADOS	2	2.477550593	-78.109849
34748		1992	10	26	05051	ARBOLETES	ANTIOQUIA	URABA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	7	0	0				0	0	1	0	3	0	0	3	0	0	0	0	0	0	3	0	1	GRUPOS ARMADOS ORGANIZADOS	4	8.850567734	-76.4270568
34749	CR003092	1992	11	12	76306	GINEBRA	VALLE DEL CAUCA	SUR DEL VALLE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.724181147	-76.26806789
34750	CR003095	1992	12	24	52693	SAN PABLO	NARIÑO	NORTE DE NARIÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	2	0	2	0	0	2	3	0	0	0	0	3	5	0	0	GRUPOS ARMADOS ORGANIZADOS	5	1.669426894	-77.01392439
34751	CR007122	1993	01	25	15790	TASCO	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	COORDINADORA GUERRILLERA SIMÓN BOLÍVAR			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	5.909821031	-72.78101116
34752	CR003097	1993	05	26	19137	CALDONO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	2.785615005	-76.51863329
34753	CR003098	1993	07	16	52678	SAMANIEGO	NARIÑO	OCCIDENTE DE NARIÑO	AGENTE DEL ESTADO	OTRO	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	1.335351879	-77.59445713
34754	CR007120	1993	10	28	05031	AMALFI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	3	0	0				0	0	4	0	4	0	0	4	2	0	0	0	0	2	6	0	1	GRUPOS ARMADOS ORGANIZADOS	7	6.912304726	-75.08252428
34755		1993	12	29	68152	CARCASI	SANTANDER	PROVINCIA DE GARCIA ROVIRA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	0	0	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	6.628732408	-72.62708287
34756	CR003099	1994	01	17	68271	FLORIAN	SANTANDER	PROVINCIA DE VELEZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	5	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	5.804666368	-73.97142307
34757	CR003100	1994	02	18	54223	CUCUTILLA	NORTE DE SANTANDER	CENTRO DE NORTE DE SANTANDER	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	1	0	0				0	0	2	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	7.538987137	-72.77257191
34758	CR003101	1994	03	07	15790	TASCO	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	5.909821031	-72.78101116
34760	CR003103	1994	05	04	05306	GIRALDO	ANTIOQUIA	OCCIDENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	6.680808016	-75.95215756
34761	CR003104	1994	05	08	25293	GACHALA	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	1	0	1	0	0	1	1	0	0	0	0	1	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	4.693578672	-73.52016136
34762	CR003105	1994	06	07	05543	PEQUE	ANTIOQUIA	OCCIDENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	7.021017918	-75.91034556
34763	CR007113	1994	07	17	85263	PORE	CASANARE	LLANOS ORIENTALES	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	3	1	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	5.727729878	-71.9928596
34764	CR007121	1994	07	19	25535	PASCA	CUNDINAMARCA	SUMAPAZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	1	0	0	1	0				0	0	4	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	3	4.309854412	-74.30545993
34765	CR003106	1994	07	19	25377	LA CALERA	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	4.720344522	-73.96974496
34766	CR018320	1994	08	05	19548	PIENDAMO - TUNIA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	1	0	0	1	1	0	0	0	0	1	2	0	2	GRUPOS ARMADOS ORGANIZADOS	4	2.641987578	-76.52850592
34769	CR003109	1994	08	19	25805	TIBACUY	CUNDINAMARCA	SUMAPAZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	4.348314659	-74.45234352
34770	CR021102	1995	01	13	05125	CAICEDO	ANTIOQUIA	OCCIDENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	1	0	0	0	3	0	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	6.405567003	-75.98281889
34771	CR021001	1995	01	13	73616	RIOBLANCO	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	2	1	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	3	GRUPOS ARMADOS ORGANIZADOS	5	3.285629458	-75.81865177
34772	CR003110	1995	02	02	05543	PEQUE	ANTIOQUIA	OCCIDENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIN INFORMACIÓN	0	7.021017918	-75.91034556
34773	CR021107	1995	02	17	85400	TAMARA	CASANARE	PIEDEMONTE LLANERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	1	0	0	0	0	0	0				0	0	2	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	2	5.829826597	-72.16182524
34774	CR018321	1995	03	05	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	0	8	GRUPOS ARMADOS ORGANIZADOS	18	7.17162903	-75.76467317
34775	CR021022	1995	03	06	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	9	1	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	6	GRUPOS ARMADOS ORGANIZADOS	14	7.17162903	-75.76467317
34776	CR021024	1995	04	05	25281	FOSCA	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	1	0	0	0	0	2	1	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	4.339092845	-73.93902036
34777	CR048797	1995	08	06	95200	MIRAFLORES	GUAVIARE	ARIARI GUAYABERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	1	1	1	1	0	26	0	0				0	0	28	0	6	0	0	6	14	0	0	0	0	14	20	0	7	FUERZAS ARMADAS ESTATALES	27	1.337574043	-71.95054317
34778	CR021136	1995	10	19	15464	MONGUA	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	5.754242228	-72.79809049
34779	CR007116	1995	11	29	15464	MONGUA	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	5.754242228	-72.79809049
34781	CR007125	1995	12	03	70230	CHALAN	SUCRE	MONTES DE MARIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	9.545351624	-75.31269631
34782		1995	12	05	19455	MIRANDA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	"DISIDENCIA M19 ""JAIME BATEMAN CAYÓN"""			0	0	0	0	0	0	1	1	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	1	GRUPOS ARMADOS ORGANIZADOS	3	3.253095405	-76.22886987
34783	CR007118	1996	01	22	73236	DOLORES	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	5	0	3	0	0	3	0	0	0	0	0	0	3	0	1	GRUPOS ARMADOS ORGANIZADOS	4	3.539036003	-74.89684475
34784	CR003112	1996	03	06	52696	SANTA BARBARA	NARIÑO	ANDEN PACIFICO SUR	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.449548194	-77.97908278
34785	CR048799	1996	03	14	76275	FLORIDA	VALLE DEL CAUCA	SUR DEL VALLE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	5	1	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	3.323918106	-76.23450174
34786	CR039102	1996	04	20	23807	TIERRALTA	CORDOBA	URABA	GUERRILLA	NO IDENTIFICADA	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC			1	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	GRUPOS ARMADOS ORGANIZADOS	3	8.170378684	-76.05969659
34787	CR003115	1996	05	28	85325	SAN LUIS DE PALENQUE	CASANARE	LLANOS ORIENTALES	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0				0	0	4	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	3	5.420887071	-71.73292506
34788	CR003116	1996	07	09	25594	QUETAME	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	1	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	4.329825603	-73.86311388
34789	CR003117	1996	07	13	73678	SAN LUIS	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	3	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	4.298023124	-75.09837303
34790	CR003118	1996	08	06	50318	GUAMAL	META	PIEDEMONTE LLANERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	9	0	0				0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.8806386	-73.77033863
34791	CR003120	1996	08	14	05091	BETANIA	ANTIOQUIA	SUROESTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	2	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	5.74474718	-75.97554408
34792	CR003121	1996	08	29	05543	PEQUE	ANTIOQUIA	OCCIDENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	7.021017918	-75.91034556
34793	CR003124	1996	08	30	68147	CAPITANEJO	SANTANDER	PROVINCIA DE GARCIA ROVIRA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	4	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	3	6.533179982	-72.69919959
34794		1996	08	30	25328	GUAYABAL DE SIQUIMA	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	4.877968134	-74.46743733
34795	CR003122	1996	08	30	19698	SANTANDER DE QUILICHAO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	1	0	0	0	0	0	0	0				0	0	5	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	3	3.016053901	-76.48537029
34796	CR003125	1996	10	20	15218	COVARACHIA	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	6.50017746	-72.73897793
34797	CR003126	1997	01	12	19142	CALOTO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0		47 - RECLUSOS LIBERADOS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GRUPOS ARMADOS ORGANIZADOS	1	3.034070778	-76.40848704
34798	CR003127	1997	01	13	47288	FUNDACION	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			1	0	0	0	1	0	0	1	0				0	0	3	0	2	0	0	2	0	0	0	0	0	0	2	0	2	GRUPOS ARMADOS ORGANIZADOS	4	10.40157506	-74.1079065
34799	CR009077	1997	02	06	15223	CUBARA	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	4	1	0				0	0	12	0	5	0	0	5	3	0	0	0	0	3	8	0	2	GRUPOS ARMADOS ORGANIZADOS	10	7.000092875	-72.11068776
34800	CR003128	1997	02	07	54720	SARDINATA	NORTE DE SANTANDER	CATATUMBO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	5	0	0				0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	8.416749094	-73.34014448
34801	CR003129	1997	02	09	19137	CALDONO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIN INFORMACIÓN	0	2.798130826	-76.48444786
34802	CR003130	1997	02	14	70235	GALERAS	SUCRE	MORROSQUILLO Y SABANAS DE SUCRE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	DISIDENCIA ELN			0	0	0	0	0	0	0	0	0				0	0	1	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	9.159672619	-75.04942002
34803	CR003131	1997	02	26	15377	LABRANZAGRANDE	BOYACA	ORIENTE DE BOYACA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	5	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	5.562687048	-72.57777012
34804	CR003132	1997	03	08	25339	GUTIERREZ	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	4.254678867	-74.0030419
34805	CR003133	1997	03	31	19455	MIRANDA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	"DISIDENCIA M19 ""JAIME BATEMAN CAYÓN"""	0	0	0	0	0	0	0	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.253095405	-76.22886987
34806	CR003134	1997	04	04	85015	CHAMEZA	CASANARE	PIEDEMONTE LLANERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	5.21431175	-72.87023558
34807	CR003135	1997	05	09	25506	VENECIA	CUNDINAMARCA	SUMAPAZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	1				0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	4.088960943	-74.47817821
34809		1997	06	04	19743	SILVIA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	2	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NINGUNO	1	2.611815645	-76.37957042
34810		1997	06	06	52079	BARBACOAS	NARIÑO	ANDEN PACIFICO SUR	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	3	0	4	0	0	4	0	0	0	0	0	0	4	0	2	GRUPOS ARMADOS ORGANIZADOS	6	1.670345194	-78.13989493
34811	CR003136	1997	06	30	13744	SIMITI	BOLIVAR	MAGDALENA MEDIO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	12	1	0				0	1	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	3	7.954176376	-73.94731196
