ID Caso	ID Caso Relacionado	Año	Mes	Día	Código DANE de Municipio	Municipio	Departamento	Región	Grupo Armado 1	Descripción Grupo Armado 1	Grupo Armado 2	Descripción Grupo Armado 2	Grupo Armado 3	Descripción Grupo Armado 3	Abandono o Despojo Forzado de Tierras	Amenaza o Intimidación	Ataque Contra Misión Médica	Confinamiento o Restricción a la Movilidad	Desplazamiento Forzado	Extorsión	Lesionados Civiles	Pillaje	Tortura	Violencia Basada en Género	Otro Hecho Simultáneo	Grupo al que Pertenecen los Capturados	Capturados	Escudo Humano	Lesionados Combatientes	Militares	Policías	Otras Fuerzas Armadas Estatales	Agentes del Estado Sin Información	Total Agentes del Estado	Guerrilleros	Paramilitares	Grupos Posdesmovilización	Combatientes Sin Información	Otros Grupos Armados Organizados	Total Combatientes de Grupos Armados Organizados	Total Combatientes	Personas Sin Información	Total Civiles	Ventaja Militar	Total de Víctimas del Caso	Latitud	Longitud
34812	CR003138	1997	07	10	19517	PAEZ	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.641366768	-75.97196451
34813	CR018477	1997	07	21	54003	ABREGO	NORTE DE SANTANDER	PROVINCIA DE RICAURTE	AGENTE DEL ESTADO	EJÉRCITO NACIONAL - POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	8.081784141	-73.2217344
34814	CR018478	1997	07	24	19548	PIENDAMO - TUNIA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	2.641987578	-76.52850592
34815	CR018328	1997	08	01	18860	VALPARAISO	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GRUPOS ARMADOS ORGANIZADOS	1	1.194583032	-75.70658353
34816	CR018479	1997	08	03	25293	GACHALA	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	1	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	4.693578672	-73.52016136
34817	CR018480	1997	08	08	73686	SANTA ISABEL	TOLIMA	NORTE DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	4.713605767	-75.09793439
34818	CR018329	1997	08	20	25120	CABRERA	CUNDINAMARCA	SUMAPAZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	4	0	2	0	0	2	0	0	0	0	0	0	2	0	1	GRUPOS ARMADOS ORGANIZADOS	3	3.98461914	-74.48418723
34819	CR018481	1997	09	01	86757	SAN MIGUEL	PUTUMAYO	BAJO PUTUMAYO	AGENTE DEL ESTADO	EJÉRCITO NACIONAL - POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	1	3	0	0	4	20	0	0	0	0	20	24	0	0	FUERZAS ARMADAS ESTATALES	24	0.343272204	-76.91241019
34820	CR048286	1997	09	07	05885	YALI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	6.676567272	-74.84004673
34821		1997	09	11	15518	PAJARITO	BOYACA	ORIENTE DE BOYACA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	3	0	5	0	0	5	2	0	0	0	0	2	7	0	3	GRUPOS ARMADOS ORGANIZADOS	10	5.293665206	-72.70320992
34822	CR018483	1997	09	13	25580	PULI	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	4.681785104	-74.71447646
34823		1997	10	13	18592	PUERTO RICO	CAQUETA	CAGUAN	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	4	0	0				0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GRUPOS ARMADOS ORGANIZADOS	1	1.908935073	-75.15748874
34824		1997	10	18	19075	BALBOA	CAUCA	PATIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NINGUNO	1	2.040478768	-77.21589814
34825	CR020737	1997	10	18	73236	DOLORES	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	5	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.539036003	-74.89684475
34826	CR018330	1997	11	17	19824	TOTORO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	11	0	2	0	0	2	0	0	0	0	0	0	2	0	2	GRUPOS ARMADOS ORGANIZADOS	4	2.510229193	-76.40244251
34827	CR018485	1997	11	21	19548	PIENDAMO - TUNIA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	2.641987578	-76.52850592
34828	CR018486	1997	12	04	63302	GENOVA	QUINDIO	EJE CAFETERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	4.207477888	-75.78981661
34830	CR018331	1997	12	11	68318	GUACA	SANTANDER	PROVINCIA DE GARCIA ROVIRA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	NO IDENTIFICADA			0	0	0	0	0	0	7	0	0				0	0	4	0	2	0	0	2	0	0	0	0	0	0	2	0	1	GRUPOS ARMADOS ORGANIZADOS	3	6.876563452	-72.85632201
34832	CR018487	1997	12	16	19137	CALDONO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	2.785615005	-76.51863329
34833	CR018488	1998	01	19	15332	GUICAN DE LA SIERRA	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC/ELN			0	0	0	0	0	0	0	0	0				0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	GRUPOS ARMADOS ORGANIZADOS	2	6.462863755	-72.41176261
34834	CR018489	1998	01	27	15621	RONDON	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	5.357400116	-73.20847397
34835	CR018490	1998	02	11	25299	GAMA	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	4.7633382	-73.61102894
34836	CR018491	1998	02	16	25491	NOCAIMA	CUNDINAMARCA	NOROCCIDENTE DE CUNDINAMARCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	6	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	5.068933019	-74.37772796
34837	CR018494	1998	02	22	73226	CUNDAY	TOLIMA	SUMAPAZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	3.864015396	-74.71143886
34838	CR018495	1998	03	14	76275	FLORIDA	VALLE DEL CAUCA	SUR DEL VALLE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.323918106	-76.23450174
34839	CR018333	1998	03	25	50577	PUERTO LLERAS	META	ARIARI GUAYABERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	2	0	0				0	0	2	3	0	0	0	3	1	0	0	0	0	1	4	0	2	GRUPOS ARMADOS ORGANIZADOS	6	3.269732439	-73.37374343
34840	CR048767	1998	03	29	52256	EL ROSARIO	NARIÑO	PATIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	1.742475705	-77.33456556
34841	CR018496	1998	03	30	50711	VISTAHERMOSA	META	ARIARI GUAYABERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	3.1257521	-73.75116676
34843	CR018335	1998	04	13	81220	CRAVO NORTE	ARAUCA	LLANOS ORIENTALES	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC/ELN			0	0	0	0	0	0	0	1	0				0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	GRUPOS ARMADOS ORGANIZADOS	2	6.303912753	-70.20428555
34844	CR018497	1998	04	30	54599	RAGONVALIA	NORTE DE SANTANDER	SURORIENTE DE NORTE DE SANTANDER	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	1	0	0				0	0	2	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	7.577861416	-72.47670824
34845	CR018336	1998	05	09	17614	RIOSUCIO	CALDAS	EJE CAFETERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	4	0	0				0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	GRUPOS ARMADOS ORGANIZADOS	2	5.423680913	-75.70206971
34846	CR018498	1998	05	20	25086	BELTRAN	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	4.802811459	-74.7418023
34847	CR008295	1998	05	20	25086	BELTRAN	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	4.802811459	-74.7418023
34848	CR018499	1998	05	21	05400	LA UNION	ANTIOQUIA	ORIENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	5.884075881	-75.31582209
34849	CR018500	1998	05	21	13473	MORALES	BOLIVAR	MAGDALENA MEDIO	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	GUERRILLA	NO IDENTIFICADA			0	0	0	0	0	0	4	0	0				0	0	6	4	0	0	0	4	0	0	0	0	0	0	4	0	0	GRUPOS ARMADOS ORGANIZADOS	4	8.276306771	-73.86814048
34850	CR018501	1998	05	25	68385	LANDAZURI	SANTANDER	MAGDALENA MEDIO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	6.218748615	-73.81108528
34851		1998	05	31	54250	EL TARRA	NORTE DE SANTANDER	CATATUMBO	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	5	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GRUPOS ARMADOS ORGANIZADOS	1	8.576771365	-73.09484592
34852	CR018502	1998	06	05	73226	CUNDAY	TOLIMA	SUMAPAZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	4.059259258	-74.69222722
34853	CR018503	1998	06	19	76364	JAMUNDI	VALLE DEL CAUCA	SUR DEL VALLE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	1	0	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	3.26227576	-76.54245873
34855	CR007143	1998	07	17	19573	PUERTO TEJADA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.233294127	-76.4173078
34856	CR018505	1998	07	17	25885	YACOPI	CUNDINAMARCA	MAGDALENA MEDIO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	5.459290341	-74.33802435
34857	CR018506	1998	07	31	05197	COCORNA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0				0	0	1	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	3	6.058306335	-75.18548101
34858	CR018507	1998	08	01	52418	LOS ANDES	NARIÑO	PATIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	1.494547405	-77.52132596
34859	CR018508	1998	08	02	13667	SAN MARTIN DE LOBA	BOLIVAR	SUR DE BOLIVAR	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FUERZAS ARMADAS ESTATALES	0	8.937090811	-74.03901175
34860	CR018509	1998	08	02	19130	CAJIBIO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.623338254	-76.57088427
34861	CR018510	1998	08	02	19212	CORINTO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	NO IDENTIFICADA			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	3.173815457	-76.26131419
34862	CR201734862	1998	08	03	47001	SANTA MARTA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	0	1	0				0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GRUPOS ARMADOS ORGANIZADOS	1	11.2294335	-74.19089412
34863	CR018338	1998	08	03	66456	MISTRATO	RISARALDA	EJE CAFETERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	3	0	6	0	0	6	8	0	0	0	0	8	14	0	1	GRUPOS ARMADOS ORGANIZADOS	15	5.297059061	-75.88286047
34864	CR018511	1998	08	03	13212	CORDOBA	BOLIVAR	MONTES DE MARIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	5	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	9.586907918	-74.82746263
34865	CR018512	1998	08	04	50370	URIBE	META	ARIARI GUAYABERO	AGENTE DEL ESTADO	EJÉRCITO NACIONAL - POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	32	29	1	0	0	30	8	0	0	0	0	8	38	0	0	GRUPOS ARMADOS ORGANIZADOS	33	3.239652997	-74.35154535
34866	CR018513	1998	08	04	73483	NATAGAIMA	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	1	0				0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.624858538	-75.093478
34867	CR018514	1998	08	12	44855	URUMITA	LA GUAJIRA	SERRANIA DEL PERIJA	AGENTE DEL ESTADO	EJÉRCITO NACIONAL - POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	1	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	10.56016864	-73.01250679
34868	CR018515	1998	08	16	19256	EL TAMBO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.45137136	-76.81077225
34869	CR018517	1998	08	19	54174	CHITAGA	NORTE DE SANTANDER	SUROCCIDENTE DE NORTE DE SANTANDER	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	2	0	0				0	0	6	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	3	7.138122324	-72.66543492
34870	CR007158	1998	08	21	76248	EL CERRITO	VALLE DEL CAUCA	SUR DEL VALLE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	"DISIDENCIA M19 ""JAIME BATEMAN CAYÓN"""			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	3.6120629	-76.27186854
34871	CR018519	1998	09	15	85125	HATO COROZAL	CASANARE	LLANOS ORIENTALES	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	8	0	5	0	0	5	0	0	0	0	0	0	5	0	0	GRUPOS ARMADOS ORGANIZADOS	5	6.156172443	-71.76492254
34872	CR018339	1998	09	24	05234	DABEIBA	ANTIOQUIA	OCCIDENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	1	0	1	1	1	11	1	3		VARIOS RECLUSOS LIBERADOS		0	0	8	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	7.00032194	-76.26297665
34873	CR018520	1998	09	24	20175	CHIMICHAGUA	CESAR	SERRANIA DEL PERIJA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0				0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	9.25827144	-73.81332845
34874	CR018528	1998	09	28	19050	ARGELIA	CAUCA	PATIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	2.256754909	-77.24945028
34875	CR018529	1998	10	02	25596	QUIPILE	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	4.744809893	-74.53370501
34876		1998	10	11	52405	LEIVA	NARIÑO	PATIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GRUPOS ARMADOS ORGANIZADOS	1	1.934516214	-77.30621378
34877	CR018530	1998	10	11	68020	ALBANIA	SANTANDER	PROVINCIA DE VELEZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0		APAGÓN		0	0	6	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	5.75887024	-73.91385377
34879	CR018536	1998	10	27	54344	HACARI	NORTE DE SANTANDER	CATATUMBO	AGENTE DEL ESTADO	EJÉRCITO NACIONAL - POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	1	0	0				0	0	15	7	2	0	0	9	8	0	0	0	0	8	17	0	0	GRUPOS ARMADOS ORGANIZADOS	17	8.321714562	-73.14597535
34880	CR018340	1998	11	01	97001	MITU	VAUPES	AMAZONIA SUR-ORIENTAL	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	1	0	0	0	0			FARC	15	0	47	21	16	0	0	37	0	0	0	0	0	0	37	0	9	GRUPOS ARMADOS ORGANIZADOS	43	1.251190563	-70.23475052
34881	CR018341	1998	11	01	73555	PLANADAS	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	GUERRILLA	FARC	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	1	0	0	0	0				0	1	15	6	0	0	0	6	20	0	0	0	0	20	26	0	5	SIN INFORMACIÓN	31	3.19766147	-75.64396147
34882		1998	11	18	19022	ALMAGUER	CAUCA	MACIZO COLOMBIANO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	0	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GRUPOS ARMADOS ORGANIZADOS	1	1.913360233	-76.85592449
34883	CR018538	1998	11	27	19137	CALDONO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.785615005	-76.51863329
34884	CR018539	1998	11	30	05197	COCORNA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	1	0				0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	6.058306335	-75.18548101
34885	CR018540	1998	11	30	05652	SAN FRANCISCO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	17	0	0				0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	0	11	GRUPOS ARMADOS ORGANIZADOS	12	5.964079131	-75.10268697
34886	CR018541	1998	12	12	41020	ALGECIRAS	HUILA	CENTRO DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	2	1	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	2.522447597	-75.31537288
34887	CR018543	1998	12	14	52693	SAN PABLO	NARIÑO	NORTE DE NARIÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	1.669426894	-77.01392439
34888	CR048760	1998	12	25	41660	SALADOBLANCO	HUILA	SUR DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	6	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	1.992494881	-76.04414126
34889	CR018545	1998	12	26	20045	BECERRIL	CESAR	SERRANIA DEL PERIJA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	1	0	0	1	1	0				0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	9.704606116	-73.27923167
34890	CR018546	1998	12	28	05284	FRONTINO	ANTIOQUIA	OCCIDENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	6.805115616	-76.24705835
34891	CR018548	1999	01	04	19142	CALOTO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0		65 RECLUSOS LIBERADOS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.034070778	-76.40848704
34892	CR018343	1999	01	05	20570	PUEBLO BELLO	CESAR	SIERRA NEVADA DE SANTA MARTA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	8	0	2	0	0	2	0	0	0	0	0	0	2	0	1	GRUPOS ARMADOS ORGANIZADOS	3	10.4150616	-73.58901062
