ID Caso	ID Caso Relacionado	Año	Mes	Día	Código DANE de Municipio	Municipio	Departamento	Región	Modalidad	Presunto Responsable	Descripción Presunto Responsable	Abandono o Despojo Forzado de Tierras	Amenaza o Intimidación	Ataque Contra Misión Médica	Confinamiento o Restricción a la Movilidad	Desplazamiento Forzado	Extorsión	Lesionados Civiles	Pillaje	Tortura	Violencia Basada en Género	Otro Hecho Simultáneo	Total de Víctimas del Caso	Tipo de Armas	Latitud	Longitud
361922		1995	07	25	86571	PUERTO GUZMAN	PUTUMAYO	MEDIO PUTUMAYO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	0.962922439	-76.40852154
361923	CR009166	1995	07	29	18150	CARTAGENA DEL CHAIRA	CAQUETA	CAGUAN	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	1.335134955	-74.84719837
361925		1995	08	01	44001	RIOHACHA	LA GUAJIRA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	11.52875138	-72.91148891
361926		1995	08	01	13744	SIMITI	BOLIVAR	MAGDALENA MEDIO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.954176376	-73.94731196
361927		1995	08	01	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	2.119786131	-74.76734058
361928		1995	08	05	13244	EL CARMEN DE BOLIVAR	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	9.718579865	-75.12121573
361929	CR012222	1995	08	06	20770	SAN MARTIN	CESAR	MAGDALENA MEDIO	RETENCIÓN/EJECUCIÓN	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.999895459	-73.51097518
361930		1995	08	07	95200	MIRAFLORES	GUAVIARE	ARIARI GUAYABERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	1.337574043	-71.95054317
361932		1995	08	09	13244	EL CARMEN DE BOLIVAR	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.718579865	-75.12121573
361933		1995	08	10	68689	SAN VICENTE DE CHUCURI	SANTANDER	MAGDALENA MEDIO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.880382935	-73.41102393
361934		1995	08	10	68689	SAN VICENTE DE CHUCURI	SANTANDER	MAGDALENA MEDIO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.880382935	-73.41102393
361935		1995	08	10	05790	TARAZA	ANTIOQUIA	BAJO CAUCA ANTIOQUEÑO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.580120815	-75.40140596
361936		1995	08	12	76275	FLORIDA	VALLE DEL CAUCA	SUR DEL VALLE	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	3.323918106	-76.23450174
361937		1995	08	12	47551	PIVIJAY	MAGDALENA	CIENAGA GRANDE DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	10.46069324	-74.61351795
361938		1995	08	18	05837	TURBO	ANTIOQUIA	URABA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.089116411	-76.72915844
361939		1995	08	19	05837	TURBO	ANTIOQUIA	URABA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	8.089116411	-76.72915844
361940		1995	08	20	27800	UNGUIA	CHOCO	URABA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.042760782	-77.09175303
361942		1995	08	25	86760	SANTIAGO	PUTUMAYO	ALTO PUTUMAYO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	1.14553777	-77.00182343
361943		1995	08	26	19130	CAJIBIO	CAUCA	NORTE DEL CAUCA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	2.623338254	-76.57088427
361944	CR009060	1995	08	27	05649	SAN CARLOS	ANTIOQUIA	ORIENTE ANTIOQUEÑO	RETENCIÓN/EJECUCIÓN	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	0	0	1			1	ARMA DE FUEGO	6.252678055	-74.83020058
361946		1995	08	28	47460	NUEVA GRANADA	MAGDALENA	CIENAGA GRANDE DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.801547971	-74.39223564
361947		1995	08	28	85001	YOPAL	CASANARE	PIEDEMONTE LLANERO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	5.327612651	-72.39691516
361948		1995	08	28	47460	NUEVA GRANADA	MAGDALENA	CIENAGA GRANDE DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.801547971	-74.39223564
361949	CR002111	1995	09	01	05789	TAMESIS	ANTIOQUIA	SUROESTE ANTIOQUEÑO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	5.664466636	-75.71432069
361950		1995	09	01	19355	INZA	CAUCA	NORTE DEL CAUCA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	2.549182984	-76.06350272
361952		1995	09	03	05001	MEDELLIN	ANTIOQUIA	VALLE DE ABURRA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.246715564	-75.58171333
361953		1995	09	03	27025	ALTO BAUDO	CHOCO	LITORAL PACIFICO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.516309869	-76.97439919
361954		1995	09	04	05237	DONMATIAS	ANTIOQUIA	NORTE DE ANTIOQUIA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	6.484469957	-75.39272406
361955		1995	09	05	05660	SAN LUIS	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	6.042983285	-74.993641
361956		1995	09	08	05686	SANTA ROSA DE OSOS	ANTIOQUIA	NORTE DE ANTIOQUIA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	6.643326001	-75.46074502
361957		1995	09	08	05652	SAN FRANCISCO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.964079131	-75.10268697
361958	CR009169	1995	09	10	50001	VILLAVICENCIO	META	PIEDEMONTE LLANERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4.1238615	-73.62709204
361959		1995	09	10	05425	MACEO	ANTIOQUIA	MAGDALENA MEDIO ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.552116913	-74.78716148
361960	CR102114	1995	09	14	05837	TURBO	ANTIOQUIA	URABA	INCURSIÓN	GRUPO PARAMILITAR	AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU)	1	1	0	0	1	0	1	0	4			2	ND	8.13651228	-76.55045893
361961		1995	09	15	27006	ACANDI	CHOCO	URABA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.511405952	-77.28009788
361962		1995	09	16	05045	APARTADO	ANTIOQUIA	URABA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.883417406	-76.62596065
361963		1995	09	17	05101	CIUDAD BOLIVAR	ANTIOQUIA	SUROESTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.850273232	-76.02150921
361965		1995	09	22	05440	MARINILLA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	6.172269255	-75.33947788
361966		1995	09	25	13657	SAN JUAN NEPOMUCENO	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	9.953454388	-75.08135293
361967		1995	09	29	05045	APARTADO	ANTIOQUIA	URABA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	7.883417406	-76.62596065
361968	CR035006	1995	09	30	95015	CALAMAR	GUAVIARE	ARIARI GUAYABERO	RETENCIÓN	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	1	0	0	0	0	0	0	0			1	ND	1.960108633	-72.655172
361969		1995	10	01	27660	SAN JOSE DEL PALMAR	CHOCO	VALLE DE SAN JUAN	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4.89759308	-76.23284882
361971		1995	10	03	05045	APARTADO	ANTIOQUIA	URABA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	7.883417406	-76.62596065
361972		1995	10	04	70823	SAN JOSE DE TOLUVIEJO	SUCRE	MONTES DE MARIA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	9.451844699	-75.44082177
361973		1995	10	04	05051	ARBOLETES	ANTIOQUIA	URABA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.850567734	-76.4270568
361974		1995	10	09	68615	RIONEGRO	SANTANDER	MAGDALENA MEDIO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	7.265010486	-73.15014691
361975		1995	10	10	05890	YOLOMBO	ANTIOQUIA	NORDESTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.594592434	-75.01335058
361976		1995	10	15	20001	VALLEDUPAR	CESAR	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	10.46048122	-73.25938931
361977		1995	10	15	05837	TURBO	ANTIOQUIA	URABA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	8.089116411	-76.72915844
361978		1995	10	16	05045	APARTADO	ANTIOQUIA	URABA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	7.883417406	-76.62596065
361979		1995	10	17	18001	FLORENCIA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	1.61792293	-75.60856043
361980		1995	10	20	20621	LA PAZ	CESAR	SERRANIA DEL PERIJA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	10.38748954	-73.17136291
361982		1995	10	20	52835	SAN ANDRES DE TUMACO	NARIÑO	ANDEN PACIFICO SUR	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	1.80711725	-78.76385415
361983		1995	10	20	20621	LA PAZ	CESAR	SERRANIA DEL PERIJA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	10.38748954	-73.17136291
361984		1995	10	20	05045	APARTADO	ANTIOQUIA	URABA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.883417406	-76.62596065
361985		1995	10	20	05045	APARTADO	ANTIOQUIA	URABA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.883417406	-76.62596065
361986		1995	10	21	20710	SAN ALBERTO	CESAR	MAGDALENA MEDIO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.76082642	-73.39422534
361987		1995	10	22	19821	TORIBIO	CAUCA	NORTE DEL CAUCA	DESCONOCIDA	AGENTE DEL ESTADO	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	2.951450409	-76.27112721
361988		1995	10	22	19821	TORIBIO	CAUCA	NORTE DEL CAUCA	DESCONOCIDA	AGENTE DEL ESTADO	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	2.951450409	-76.27112721
361989		1995	10	25	23675	SAN BERNARDO DEL VIENTO	CORDOBA	NORTE DE CORDOBA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.352301989	-75.95474387
361990		1995	10	25	23675	SAN BERNARDO DEL VIENTO	CORDOBA	NORTE DE CORDOBA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.352301989	-75.95474387
361991		1995	10	27	05607	RETIRO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	6.063379954	-75.50137516
361992		1995	10	27	20710	SAN ALBERTO	CESAR	MAGDALENA MEDIO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	7.76082642	-73.39422534
361993	CR044115	1995	10	31	25878	VIOTA	CUNDINAMARCA	SUROCCIDENTE DE CUNDINAMARCA	RETENCIÓN/EJECUCIÓN	GUERRILLA	FARC	0	0	0	0	0	0	0	0	1			1	ARMA CORTO PUNZANTE	4.439355814	-74.52316032
361994		1995	11	01	85010	AGUAZUL	CASANARE	PIEDEMONTE LLANERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.172690766	-72.54630026
361995		1995	11	01	25438	MEDINA	CUNDINAMARCA	PIEDEMONTE LLANERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4.50661493	-73.34912272
361996		1995	11	01	47170	CHIVOLO	MAGDALENA	CIENAGA GRANDE DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.02684116	-74.62313794
361998	CR017129	1995	11	03	27006	ACANDI	CHOCO	URABA	ASALTO	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	8.511405952	-77.28009788
361999		1995	11	05	50568	PUERTO GAITAN	META	ALTILLANURA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4.314487455	-72.08307894
362000		1995	11	08	00000	SIN INFORMACION	SIN INFORMACION	SIN INFORMACION	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	4	-72
362001		1995	11	10	05045	APARTADO	ANTIOQUIA	URABA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	7.883417406	-76.62596065
362002		1995	11	11	05150	CAROLINA	ANTIOQUIA	NORTE DE ANTIOQUIA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	6.725977146	-75.28317011
362004		1995	11	14	05001	MEDELLIN	ANTIOQUIA	VALLE DE ABURRA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	6.246715564	-75.58171333
362005	CR014154	1995	11	15	19780	SUAREZ	CAUCA	NORTE DEL CAUCA	RETENCIÓN/EJECUCIÓN	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	1			1	ARMA CORTO PUNZANTE	2.959701537	-76.69344711
362006		1995	11	16	05837	TURBO	ANTIOQUIA	URABA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.089116411	-76.72915844
362007		1995	11	23	05837	TURBO	ANTIOQUIA	URABA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	8.089116411	-76.72915844
362008		1995	11	23	05837	TURBO	ANTIOQUIA	URABA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	8.089116411	-76.72915844
362009		1995	11	23	00000	SIN INFORMACION	SIN INFORMACION	SIN INFORMACION	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4	-72
362010		1995	11	30	52560	POTOSI	NARIÑO	SUR DE NARIÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	0.806340417	-77.57279178
362011		1995	11	30	70001	SINCELEJO	SUCRE	MORROSQUILLO Y SABANAS DE SUCRE	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.302333104	-75.39548356
362012		1995	11	30	70001	SINCELEJO	SUCRE	MORROSQUILLO Y SABANAS DE SUCRE	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.302333104	-75.39548356
362013		1995	11	30	05887	YARUMAL	ANTIOQUIA	NORTE DE ANTIOQUIA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.963872352	-75.41883314
362014		1995	11	30	70001	SINCELEJO	SUCRE	MORROSQUILLO Y SABANAS DE SUCRE	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.302333104	-75.39548356
362015		1995	12	00	27615	RIOSUCIO	CHOCO	URABA	ASALTO	GRUPO PARAMILITAR	NO IDENTIFICADO	0	1	0	0	0	0	0	0	0			1	ND	7.436631552	-77.11310959
362016		1995	12	01	05148	EL CARMEN DE VIBORAL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.084551516	-75.33536246
362017		1995	12	01	68081	BARRANCABERMEJA	SANTANDER	MAGDALENA MEDIO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	7.064963864	-73.84995698
362019		1995	12	03	54810	TIBU	NORTE DE SANTANDER	CATATUMBO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	8.639548853	-72.73591863
362020		1995	12	05	25823	TOPAIPI	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.33597335	-74.30268797
362021		1995	12	08	70204	COLOSO	SUCRE	MONTES DE MARIA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	9.494192858	-75.35325675
362022		1995	12	10	27006	ACANDI	CHOCO	URABA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.511405952	-77.28009788
362023		1995	12	15	05400	LA UNION	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.973868218	-75.3608659
362024		1995	12	15	05001	MEDELLIN	ANTIOQUIA	VALLE DE ABURRA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.246715564	-75.58171333
362025		1995	12	19	05376	LA CEJA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.028055744	-75.42943089
362026		1995	12	20	23001	MONTERIA	CORDOBA	ALTO SINU Y SAN JORGE	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.745132591	-75.87557791
362027		1995	12	22	13810	TIQUISIO	BOLIVAR	MAGDALENA MEDIO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	8.557741117	-74.26354688
362028		1995	12	22	05045	APARTADO	ANTIOQUIA	URABA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	7.883417406	-76.62596065
362029		1995	12	24	00000	SIN INFORMACION	SIN INFORMACION	SIN INFORMACION	DESCONOCIDA	AGENTE DEL ESTADO	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	4	-72
362030		1995	12	24	00000	SIN INFORMACION	SIN INFORMACION	SIN INFORMACION	DESCONOCIDA	AGENTE DEL ESTADO	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	4	-72
362031		1995	12	30	05490	NECOCLI	ANTIOQUIA	URABA	DESCONOCIDA	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	8.426135984	-76.7845745
362032		1995	12	31	05001	MEDELLIN	ANTIOQUIA	VALLE DE ABURRA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.246715564	-75.58171333
362033		1996	00	00	86757	SAN MIGUEL	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	0	1	0	0	0	0	0	0	0			1	ND	0.343272204	-76.91241019
362034	CR009003	1996	00	00	81300	FORTUL	ARAUCA	SARARE	DESCONOCIDA	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	0	0	0	0	0	0	0	1	0			10	ND	6.797075753	-71.7685578
362044		1996	00	00	27615	RIOSUCIO	CHOCO	URABA	REUNIÓN PÚBLICA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0	VIOLENCIA PSICOLÓGICA		1	ARMA DE FUEGO	7.436631552	-77.11310959
362045		1996	01	01	20383	LA GLORIA	CESAR	MAGDALENA MEDIO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.619297878	-73.80321012
362046		1996	01	01	05674	SAN VICENTE FERRER	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	6.282155852	-75.33261381
362047		1996	01	01	70204	COLOSO	SUCRE	MONTES DE MARIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.494192858	-75.35325675
362048		1996	01	01	17513	PACORA	CALDAS	EJE CAFETERO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	5.527171733	-75.45962126
362049		1996	01	01	19532	PATIA	CAUCA	PATIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	2.115670227	-76.98097859
362050		1996	01	01	54261	EL ZULIA	NORTE DE SANTANDER	AREA METROPOLITANA DE CUCUTA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	7.938229487	-72.60466818
362051		1996	01	01	54001	CUCUTA	NORTE DE SANTANDER	AREA METROPOLITANA DE CUCUTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.905306295	-72.5082562
362052		1996	01	01	19532	PATIA	CAUCA	PATIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	2.115670227	-76.98097859
362053		1996	01	01	05088	BELLO	ANTIOQUIA	VALLE DE ABURRA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	6.334068836	-75.55466507
362054		1996	01	01	08758	SOLEDAD	ATLANTICO	NORTE DE ATLANTICO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	10.91017447	-74.78483338
362055		1996	01	01	95200	MIRAFLORES	GUAVIARE	ARIARI GUAYABERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	1.337574043	-71.95054317
362056		1996	01	01	25438	MEDINA	CUNDINAMARCA	PIEDEMONTE LLANERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4.50661493	-73.34912272
362057		1996	01	01	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.17162903	-75.76467317
362058		1996	01	01	73504	ORTEGA	TOLIMA	SUR DEL TOLIMA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	3.934916387	-75.2226011
362059		1996	01	01	41799	TELLO	HUILA	NORTE DEL HUILA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	3.067538095	-75.13877304
362060		1996	01	01	54518	PAMPLONA	NORTE DE SANTANDER	SUROCCIDENTE DE NORTE DE SANTANDER	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.37285018	-72.64768144
362062		1996	01	01	05674	SAN VICENTE FERRER	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	6.282155852	-75.33261381
362064		1996	01	01	05480	MUTATA	ANTIOQUIA	URABA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	7.242875057	-76.4358754
362065		1996	01	01	85001	YOPAL	CASANARE	PIEDEMONTE LLANERO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	5.327612651	-72.39691516
362066		1996	01	01	18001	FLORENCIA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	1.61792293	-75.60856043
