ID Caso	ID Caso Relacionado	Año	Mes	Día	Código DANE de Municipio	Municipio	Departamento	Región	Modalidad	Presunto Responsable	Descripción Presunto Responsable	Abandono o Despojo Forzado de Tierras	Amenaza o Intimidación	Ataque Contra Misión Médica	Confinamiento o Restricción a la Movilidad	Desplazamiento Forzado	Extorsión	Lesionados Civiles	Pillaje	Tortura	Violencia Basada en Género	Otro Hecho Simultáneo	Total de Víctimas del Caso	Tipo de Armas	Latitud	Longitud
366782		2002	06	23	13894	ZAMBRANO	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.7469139	-74.8138396
366783	CR035044	2002	06	23	25398	LA PEÑA	CUNDINAMARCA	NOROCCIDENTE DE CUNDINAMARCA	RETENCIÓN/EJECUCIÓN	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	2			1	ARMA CORTO PUNZANTE - ARMA DE FUEGO	5.200211147	-74.39308873
366784		2002	06	24	05101	CIUDAD BOLIVAR	ANTIOQUIA	SUROESTE ANTIOQUEÑO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	5.850273232	-76.02150921
366785		2002	06	24	00000	SIN INFORMACION	SIN INFORMACION	SIN INFORMACION	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4	-72
366786		2002	06	25	70235	GALERAS	SUCRE	MORROSQUILLO Y SABANAS DE SUCRE	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.159672619	-75.04942002
366787		2002	06	25	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366788		2002	06	25	18610	SAN JOSE DEL FRAGUA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.33194848	-75.9735381
366789		2002	06	26	13894	ZAMBRANO	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	9.7469139	-74.8138396
366790		2002	06	26	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366791		2002	06	26	27600	RIO QUITO	CHOCO	VALLE DE SAN JUAN	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.483727751	-76.74101656
366792		2002	06	27	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366793		2002	06	27	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366794		2002	06	28	20045	BECERRIL	CESAR	SERRANIA DEL PERIJA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.704606116	-73.27923167
366796		2002	06	28	18610	SAN JOSE DEL FRAGUA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.33194848	-75.9735381
366797	CR009135	2002	06	28	95001	SAN JOSE DEL GUAVIARE	GUAVIARE	ARIARI GUAYABERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	2.566428399	-72.63898622
366798		2002	06	28	17001	MANIZALES	CALDAS	EJE CAFETERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.057688197	-75.49104898
366799		2002	06	28	20295	GAMARRA	CESAR	MAGDALENA MEDIO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.320449051	-73.74376
366800		2002	06	28	20295	GAMARRA	CESAR	MAGDALENA MEDIO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.320449051	-73.74376
366801		2002	06	29	20001	VALLEDUPAR	CESAR	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.46048122	-73.25938931
366802		2002	06	29	73678	SAN LUIS	TOLIMA	SUR DEL TOLIMA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	4.133720614	-75.09578719
366803		2002	06	29	20001	VALLEDUPAR	CESAR	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.46048122	-73.25938931
366804		2002	06	30	73217	COYAIMA	TOLIMA	SUR DEL TOLIMA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	3.79802798	-75.1938783
366805		2002	06	30	05055	ARGELIA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.730671879	-75.14174146
366806		2002	06	30	99773	CUMARIBO	VICHADA	ALTILLANURA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4.446352174	-69.79553294
366807		2002	06	30	13894	ZAMBRANO	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.7469139	-74.8138396
366808		2002	06	30	68207	CONCEPCION	SANTANDER	PROVINCIA DE GARCIA ROVIRA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	6.768836528	-72.69459425
366809		2002	07	01	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	ASALTO	GRUPO PARAMILITAR	NO IDENTIFICADO	0	1	0	0	1	0	0	0	0	VIOLENCIA FÍSICA		1	ARMA DE FUEGO	0.423904093	-76.9059688
366810		2002	07	01	19100	BOLIVAR	CAUCA	PATIA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	1.837416404	-76.96631204
366811		2002	07	01	23417	LORICA	CORDOBA	NORTE DE CORDOBA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	9.240855143	-75.8159954
366812		2002	07	01	19110	BUENOS AIRES	CAUCA	NORTE DEL CAUCA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	3.01542683	-76.64228059
366813		2002	07	01	18094	BELEN DE LOS ANDAQUIES	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.415786446	-75.87247395
366814		2002	07	01	05001	MEDELLIN	ANTIOQUIA	VALLE DE ABURRA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	6.246715564	-75.58171333
366815		2002	07	01	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366817		2002	07	01	13006	ACHI	BOLIVAR	LA MOJANA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	8.569110393	-74.55706395
366818		2002	07	01	47798	TENERIFE	MAGDALENA	CIENAGA GRANDE DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.897787141	-74.8607752
366819		2002	07	01	52250	EL CHARCO	NARIÑO	ANDEN PACIFICO SUR	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	2.477550593	-78.109849
366820		2002	07	01	13140	CALAMAR	BOLIVAR	CANAL DEL DIQUE	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.25196336	-74.91362928
366821		2002	07	01	05858	VEGACHI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	6.77344632	-74.79872695
366822		2002	07	01	47555	PLATO	MAGDALENA	CIENAGA GRANDE DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.796769868	-74.78468286
366823		2002	07	01	47001	SANTA MARTA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	11.2294335	-74.19089412
366824		2002	07	01	18205	CURILLO	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.033473748	-75.91920435
366825		2002	07	01	08421	LURUACO	ATLANTICO	CANAL DEL DIQUE	DESCONOCIDA	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	0	0	0	0	0	0	0	0			1	ND	10.61111642	-75.14224614
366826		2002	07	02	05055	ARGELIA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.730671879	-75.14174146
366827		2002	07	02	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366828		2002	07	04	25320	GUADUAS	CUNDINAMARCA	NOROCCIDENTE DE CUNDINAMARCA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.071870533	-74.60295627
366829		2002	07	04	13894	ZAMBRANO	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.7469139	-74.8138396
366830		2002	07	07	05209	CONCORDIA	ANTIOQUIA	SUROESTE ANTIOQUEÑO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	6.046568574	-75.90750472
366831		2002	07	08	18860	VALPARAISO	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.194583032	-75.70658353
366832		2002	07	08	20178	CHIRIGUANA	CESAR	SERRANIA DEL PERIJA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	9.361189611	-73.60014444
366833		2002	07	08	27787	TADO	CHOCO	VALLE DE SAN JUAN	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.264139949	-76.55876602
366834		2002	07	09	44279	FONSECA	LA GUAJIRA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.88430067	-72.84666224
366835		2002	07	10	05756	SONSON	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.714811641	-75.30939515
366836		2002	07	10	25662	SAN JUAN DE RIOSECO	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4.847575999	-74.62191472
366837		2002	07	10	18029	ALBANIA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.328522088	-75.87837054
366838		2002	07	10	05756	SONSON	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.714811641	-75.30939515
366839		2002	07	10	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366840		2002	07	10	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366841		2002	07	10	47001	SANTA MARTA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	11.2294335	-74.19089412
366842		2002	07	10	18205	CURILLO	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.033473748	-75.91920435
366843		2002	07	10	08296	GALAPA	ATLANTICO	NORTE DE ATLANTICO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.919641	-74.8669381
366844		2002	07	11	05055	ARGELIA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	5.730671879	-75.14174146
366845		2002	07	12	47288	FUNDACION	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.5140924	-74.19134346
366846		2002	07	12	18029	ALBANIA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.328522088	-75.87837054
366847		2002	07	12	47288	FUNDACION	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.5140924	-74.19134346
366848	CR038018	2002	07	12	47189	CIENAGA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	11.00665688	-74.24128616
366850		2002	07	13	44650	SAN JUAN DEL CESAR	LA GUAJIRA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	10.76957868	-73.00059321
366851		2002	07	13	44650	SAN JUAN DEL CESAR	LA GUAJIRA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.76957868	-73.00059321
366852		2002	07	13	47551	PIVIJAY	MAGDALENA	CIENAGA GRANDE DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	10.46069324	-74.61351795
366853		2002	07	14	18860	VALPARAISO	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	1.194583032	-75.70658353
366854		2002	07	14	47980	ZONA BANANERA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.76302682	-74.14008184
366855		2002	07	14	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366856		2002	07	14	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366857		2002	07	14	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	0.423904093	-76.9059688
366858		2002	07	15	05376	LA CEJA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	6.028055744	-75.42943089
366859		2002	07	15	95001	SAN JOSE DEL GUAVIARE	GUAVIARE	ARIARI GUAYABERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	2.566428399	-72.63898622
366860		2002	07	15	18610	SAN JOSE DEL FRAGUA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.33194848	-75.9735381
366861		2002	07	16	44650	SAN JUAN DEL CESAR	LA GUAJIRA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	10.76957868	-73.00059321
366862		2002	07	16	05400	LA UNION	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	5.973868218	-75.3608659
366863		2002	07	16	18029	ALBANIA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	1.328522088	-75.87837054
366864		2002	07	16	05002	ABEJORRAL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	5.789304485	-75.4287381
366865		2002	07	16	47980	ZONA BANANERA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	10.76302682	-74.14008184
366866		2002	07	16	47288	FUNDACION	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.5140924	-74.19134346
366867		2002	07	16	13894	ZAMBRANO	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.7469139	-74.8138396
366868		2002	07	16	70429	MAJAGUAL	SUCRE	LA MOJANA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.540712996	-74.6281014
366869		2002	07	16	27425	MEDIO ATRATO	CHOCO	ATRATO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.994835471	-76.78241422
366870		2002	07	17	47288	FUNDACION	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.5140924	-74.19134346
366871		2002	07	18	47551	PIVIJAY	MAGDALENA	CIENAGA GRANDE DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.46069324	-74.61351795
366872		2002	07	18	54498	OCANA	NORTE DE SANTANDER	CATATUMBO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.247453792	-73.3558144
366873	CR010056	2002	07	18	05893	YONDO	ANTIOQUIA	MAGDALENA MEDIO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	7.003940734	-73.91245795
366874		2002	07	19	47053	ARACATACA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.58980001	-74.18676284
366875		2002	07	19	13657	SAN JUAN NEPOMUCENO	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	9.953454388	-75.08135293
366876		2002	07	20	52258	EL TABLON DE GOMEZ	NARIÑO	NORTE DE NARIÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	1.427054031	-77.09673083
366877		2002	07	20	05031	AMALFI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	6.912304726	-75.08252428
366878		2002	07	20	20400	LA JAGUA DE IBIRICO	CESAR	SERRANIA DEL PERIJA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	9.5638873	-73.33422791
366879		2002	07	20	18094	BELEN DE LOS ANDAQUIES	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	1.415786446	-75.87247395
366880		2002	07	20	47980	ZONA BANANERA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	10.76302682	-74.14008184
366881		2002	07	20	44650	SAN JUAN DEL CESAR	LA GUAJIRA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	10.76957868	-73.00059321
366882		2002	07	20	47980	ZONA BANANERA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	10.76302682	-74.14008184
366883		2002	07	21	44650	SAN JUAN DEL CESAR	LA GUAJIRA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	10.76957868	-73.00059321
366884	CR018928	2002	07	21	50313	GRANADA	META	ARIARI GUAYABERO	RETENCIÓN/EJECUCIÓN	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	3.546694724	-73.70571533
366885		2002	07	22	66383	LA CELIA	RISARALDA	EJE CAFETERO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	5.002847301	-76.00307565
366886	CR012248	2002	07	22	05790	TARAZA	ANTIOQUIA	BAJO CAUCA ANTIOQUEÑO	RETENCIÓN/EJECUCIÓN	GRUPO PARAMILITAR	BLOQUE CENTRAL BOLÍVAR	0	0	0	0	0	0	0	0	1			1	ARMA CORTO PUNZANTE	7.473660553	-75.26351248
366887		2002	07	23	66383	LA CELIA	RISARALDA	EJE CAFETERO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	5.002847301	-76.00307565
366888	CR022062	2002	07	23	18001	FLORENCIA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	RETENCIÓN/EJECUCIÓN	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	1	0	0	0	0	0	1	1			1	ND	1.61792293	-75.60856043
366889		2002	07	25	54810	TIBU	NORTE DE SANTANDER	CATATUMBO	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	8.639548853	-72.73591863
366890	CR039031	2002	07	25	13212	CORDOBA	BOLIVAR	MONTES DE MARIA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	1			1	ARMA CORTO PUNZANTE - ARMA DE FUEGO	9.437360023	-74.88439713
366891		2002	07	26	63212	CORDOBA	QUINDIO	EJE CAFETERO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	4.392485449	-75.68786636
366892		2002	07	27	27001	QUIBDO	CHOCO	ATRATO	RETENCIÓN	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	1	0	0	1	0	0	0	0			1	ARMA CORTO PUNZANTE	5.692195187	-76.62596936
366893		2002	07	28	05483	NARIÑO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	5.610774585	-75.17626132
366895		2002	07	28	52405	LEIVA	NARIÑO	PATIA	DESCONOCIDA	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			1	ND	1.934516214	-77.30621378
366896		2002	07	28	47053	ARACATACA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	ASALTO	GRUPO PARAMILITAR	AUTODEFENSAS UNIDAS DE COLOMBIA AUC	0	1	0	0	1	0	0	0	0			1	ND	10.58980001	-74.18676284
366897		2002	07	29	73067	ATACO	TOLIMA	SUR DEL TOLIMA	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	3.590635737	-75.38253426
366898		2002	07	29	47001	SANTA MARTA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	11.2294335	-74.19089412
366899		2002	07	30	05679	SANTA BARBARA	ANTIOQUIA	SUROESTE ANTIOQUEÑO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	5.875533398	-75.56735178
366900		2002	07	30	47053	ARACATACA	MAGDALENA	SIERRA NEVADA DE SANTA MARTA	DESCONOCIDA	GRUPO PARAMILITAR	NO IDENTIFICADO	0	0	0	0	0	0	0	0	0			1	ND	10.58980001	-74.18676284
366901		2002	07	31	05591	PUERTO TRIUNFO	ANTIOQUIA	MAGDALENA MEDIO	DESCONOCIDA	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			1	ND	5.871212959	-74.64126293
